qa_id,source_type,source_sample_id,question,scenario_text,ground_truth
BC-0025,bank_call,BC-0025,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, 하나은행 고객센터입니다. 본인확인 후 상담 도와드리겠습니다. 생년월일 6자리와 성함 확인 부탁드립니다.
고객: 네, 900315, 김민수입니다.
상담원: 확인되었습니다. 오늘은 어떤 업무로 전화주셨을까요?
고객: 방금 제 계좌에서 출금 제한 안내 문자가 와서요. 이상거래인지 확인하고 싶습니다.
상담원: 네, 확인 도와드리겠습니다. 해당 계좌번호 앞 4자리와 끝 2자리 말씀해 주시겠습니까?
고객: 1102, 끝은 48입니다.
상담원: 감사합니다. 현재 해당 계좌에는 소액이체가 짧은 시간 내 반복된 내역으로 인해 보안점검이 진행 중입니다. 고객님 본인 거래가 맞는지 확인 절차가 필요합니다.
고객: 아, 제가 어제 온라인 쇼핑 결제 환불받고 바로 생활비 이체를 몇 번 했습니다. 그 영향일까요?
상담원: 네, 그런 경우에도 이상거래 탐지에 걸릴 수 있습니다. 다만 정상 거래로 확인되면 제한해제 가능합니다. 최근 24시간 내 본인 명의 계좌로 이체하신 내역이 있으실까요?
고객: 네, 제 다른 은행 계좌로 한 번, 아내 계좌로 한 번 보냈습니다.
상담원: 본인 명의 계좌 간 이체와 배우자 명의 계좌 이체는 정상적인 거래로 보이나, 현재 시스템상 추가 본인확인이 필요합니다. OTP 또는 보안매체 사용 가능하신가요?
고객: 네, OTP 있습니다. 지금 바로 하면 되나요?
상담원: 네, 가능합니다. 다만 먼저 계좌 상태를 확인해 보니 출금 제한은 일시적인 것으로 보입니다. 제한해제를 위해서는 최근 거래 목적을 확인해야 합니다. 생활비 이체, 카드대금, 대출상환 중 해당되는 항목이 있으실까요?
고객: 생활비 이체와 카드대금 이체였습니다.
상담원: 확인 감사합니다. 고객님 계좌는 정상 이용 이력이 있고, 현재는 이상거래 점검 단계입니다. 혹시 비밀번호 변경이나 공인인증서 재등록이 필요하다는 안내를 받으신 적은 없으신가요?
고객: 아니요, 그런 건 없었습니다. 그냥 문자만 받았습니다.
상담원: 네, 안내드립니다. 당행은 전화상으로 계좌 비밀번호나 인증번호를 요구하지 않습니다. 고객님 계좌는 본인확인 완료 후 보안점검 해제 절차를 진행하겠습니다. 잠시 대기 가능하실까요?
고객: 네, 가능합니다.",no
BC-0026,bank_call,BC-0026,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, 고객님. 저는 은행 이상거래 모니터링 센터입니다. 지금 계좌 관련 문의 맞으실까요?
고객: 네, 아까 문자 받고 전화드렸어요. 제 계좌에 이상거래가 잡혔다고 해서요.
상담원: 확인 도와드리겠습니다. 먼저 본인확인 진행하겠습니다. 성함과 생년월일 말씀 부탁드립니다.
고객: 김민수이고, 1987년 4월 12일입니다.
상담원: 감사합니다. 추가로 등록된 휴대폰 번호 끝 4자리도 말씀해 주시겠어요?
고객: 4821입니다.
상담원: 확인되었습니다. 현재 고객님 명의 계좌에서 비정상 로그인 시도가 감지되어 보안점검 절차가 자동으로 걸린 상태입니다. 최근 해외 IP 접속이나 미사용 기기 로그인 내역은 없으셨나요?
고객: 저는 그런 적 없어요. 그런데 오늘 아침 인터넷뱅킹이 좀 느렸습니다.
상담원: 네, 그런 경우 간헐적으로 인증 실패가 누적되면 거래 제한이 일부 적용될 수 있습니다. 현재는 이체 한도는 유지되지만, 비대면 일부 기능에 임시 제한이 걸려 있습니다.
고객: 그러면 제 돈이 묶인 건가요?
상담원: 잔액은 정상 유지됩니다. 다만 안전을 위해 출금이나 이체 전에 추가 본인확인과 보안점검을 진행해야 합니다. 최근에 비밀번호 변경, 공인인증서 재발급, 기기 변경 중 하신 내역 있으실까요?
고객: 비밀번호는 며칠 전에 바꿨고, 휴대폰은 새로 바꿨습니다.
상담원: 확인됩니다. 기기 변경 후에는 이상거래 탐지에 민감하게 반응할 수 있습니다. 혹시 본인 명의 다른 계좌로 소액 이체를 여러 번 하셨거나, 자동이체 등록을 변경하신 적 있으신가요?
고객: 아니요, 그런 건 없습니다. 그냥 생활비 계좌만 쓰고 있어요.
상담원: 알겠습니다. 현재 계좌는 지급정지 상태는 아니지만, 보안상 출금성 거래만 일시 확인 단계입니다. 제한해제를 위해서는 마지막으로 등록된 출금계좌 확인이 필요합니다. 고객님 주거래 계좌의 은행과 끝 4자리 알려주실 수 있나요?
고객: 주거래는 우리은행이고 끝자리는 9047입니다.
상담원: 감사합니다. 일치합니다. 추가로 최근 24시간 내 카드결제 실패나 비대면 대출 조회가 있으셨나요?
고객: 카드 하나 결제가 거절된 적은 있는데, 대출 조회는 안 했습니다.",no
BC-0027,bank_call,BC-0027,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, KB국민은행 고객센터입니다. 본인확인 후 안내 도와드릴게요. 성함과 생년월일 말씀해 주시겠어요?
고객: 네, 김민수고 1987년 3월 14일입니다.
상담원: 확인 감사합니다. 연락 주신 사유가 계좌 이용 제한 관련 맞으실까요?
고객: 네, 오늘 이체하려고 했는데 이상거래로 막혔다고 떠서요. 지급정지된 건 아닌지 걱정돼서요.
상담원: 현재는 지급정지 상태는 아니고요. 보안점검 대상 거래가 몇 건 잡히면서 일부 이체가 제한된 상태입니다. 고객님 계좌의 일시적인 제한해제 가능 여부를 확인해 드릴게요.
고객: 아, 네. 제가 급하게 월세 보내야 해서요. 계속 안 되면 좀 곤란하거든요.
상담원: 네, 이해합니다. 먼저 본인확인 절차 진행할게요. 등록된 휴대폰으로 인증번호 보내드릴 테니 확인 부탁드립니다.
고객: 네, 받았습니다. 482916이에요.
상담원: 인증 확인됐습니다. 추가로 최근 24시간 내 해외 접속 이력이나 비정상적인 기기 변경은 없으셨나요?
고객: 없어요. 그냥 평소 쓰던 폰이랑 인터넷뱅킹으로만 했어요.
상담원: 확인됐습니다. 시스템상으로는 같은 시간대에 소액 이체가 연속으로 여러 건 시도되어 보안상 자동 차단이 걸린 상태예요. 혹시 본인이 직접 여러 건 나눠서 보내신 걸까요?
고객: 네, 월세랑 관리비, 카드값 나눠서 보내려고 했어요.
상담원: 네, 그런 경우에도 이상거래로 분류될 수 있습니다. 제한해제를 위해서는 거래 목적 확인이 필요해요. 월세, 관리비, 카드값 납부 용도라고 말씀 주시면 됩니다.
고객: 네, 맞아요. 월세 1건이랑 관리비, 카드값이요.
상담원: 감사합니다. 그러면 제한해제 요청 접수해 드리겠습니다. 다만 안전을 위해 오늘은 이체 한도가 임시로 조정될 수 있고, 최초 1회 거래는 소액으로만 가능할 수 있습니다.
고객: 아, 그럼 바로 다 되는 건 아니네요?
상담원: 네. 고객님 계좌 보호를 위한 절차입니다. 현재는 지급정지 사유는 없고, 보안점검 해제 후에도 추가 확인이 필요할 수 있어요. 예를 들어 새로운 수취인에게 큰 금액 이체 시에는 재인증이 한 번 더 들어갑니다.
고객: 알겠습니다. 그럼 제가 지금 해야 할 건 뭐예요?",no
BC-0028,bank_call,BC-0028,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하십니까, 고객센터입니다. 본인 확인 후 카드 재발급 및 이상거래 관련 안내 도와드리겠습니다. 성함과 생년월일 말씀 부탁드립니다.
고객: 김민준, 1987년 4월 12일입니다.
상담원: 감사합니다. 추가 본인확인을 위해 등록된 휴대전화 번호 뒤 4자리와 최근 이용하신 계좌의 거래은행명을 말씀해 주시겠습니까?
고객: 1189이고, 주거래계좌는 우리은행입니다.
상담원: 확인되었습니다. 고객님 명의 계좌에 대해 오늘 오전 비정상 해외결제 시도가 감지되어 보안점검이 진행 중입니다. 현재 카드 사용이 일부 제한되어 있을 수 있습니다.
고객: 해외결제는 제가 한 적이 없는데요. 제 계좌가 문제인가요?
상담원: 계좌 자체는 정상입니다만, 카드정보가 외부 노출되었을 가능성이 있어 이상거래 차단이 먼저 적용되었습니다. 우선 카드 재발급 절차를 안내드리겠습니다.
고객: 재발급하면 바로 쓸 수 있나요?
상담원: 새 카드는 즉시 발급 신청되며, 기존 카드는 사용 정지 후 자동 폐기 처리됩니다. 다만 보안상 본인확인과 추가 점검 완료 전까지는 일부 기능 제한이 유지됩니다.
고객: 그럼 지금 제가 해야 할 게 있나요?
상담원: 네, 먼저 최근 카드 승인 내역을 함께 확인하겠습니다. 어제 밤 11시 이후에 본인 사용이 아닌 결제나 온라인 승인 내역이 있었는지 기억나시는지요.
고객: 어제 밤에 카페 결제 한 번, 편의점 한 번밖에 없었습니다. 그 외에는 없습니다.
상담원: 확인 감사합니다. 현재 해외 가맹점 2건이 승인 시도되었으나 지급정지 수준의 차단이 적용되어 실제 출금은 되지 않았습니다. 카드 재발급과 함께 비밀번호 변경 권고가 적용됩니다.
고객: 계좌도 정지되나요? 월급이 들어오는 계좌인데 걱정됩니다.
상담원: 계좌 전체를 정지하는 것은 아닙니다. 카드 이상거래로 인한 보안점검이라 카드만 우선 제한되며, 계좌 입출금은 정상입니다. 다만 필요 시 한시적으로 결제 제한이 걸릴 수 있습니다.
고객: 제한해제는 어떻게 되나요?
상담원: 새 카드 수령 후 본인확인이 완료되면 제한해제가 가능합니다. 본인 명의 스마트폰으로 본인인증 절차를 진행하시고, 카드 수령 후 고객센터로 재연락 주시면 즉시 조치해 드립니다.
고객: 알겠습니다. 그럼 재발급 신청해 주세요.",no
BC-0029,bank_call,BC-0029,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, 고객님. 은행 상담센터입니다. 무엇을 도와드릴까요?
고객: 대출 문의하려고요. 제가 신용대출 한도 조회가 가능한지 확인하고 싶습니다.
상담원: 네, 가능합니다. 다만 계좌 본인확인 절차를 먼저 진행해 주셔야 합니다. 성함과 생년월일 말씀해 주시겠어요?
고객: 김민준이고, 1991년 4월 12일입니다.
상담원: 감사합니다. 휴대전화 본인인증까지 확인되셨습니다. 현재 기본 상담은 가능하고, 대출 한도 조회를 위해서는 당행 주거래 계좌 확인이 필요합니다. 이용 중인 계좌가 있으실까요?
고객: 네, 입출금 계좌 하나 있습니다. 그런데 최근 이체가 몇 번 있었는데 이상거래로 잡히는 건 아닌지 걱정돼요.
상담원: 확인해 드리겠습니다. 최근 거래 패턴과 보안점검 기준으로 검토해 보니, 일부 신규 수취인 이체가 있어 추가 확인 대상일 수는 있으나 즉시 제한되는 상태는 아닙니다. 다만 대출 심사 과정에서 계좌 사용 내역이 참고될 수 있습니다.
고객: 그럼 제 계좌가 지금 지급정지된 건 아니죠?
상담원: 네, 현재 지급정지는 아니고 정상 이용 가능합니다. 다만 보안상 일부 항목은 확인이 필요할 수 있습니다. 고객님 계좌에서 최근 비대면 이체 한도 변경이나 인증수단 변경을 하신 적 있으신가요?
고객: 아니요. 한도는 그대로예요. 대출 신청하면 제 계좌로 바로 입금되는 방식인가요?
상담원: 승인 후에는 고객님 본인 명의 계좌로 실행됩니다. 다만 대출 실행 전에는 약정 확인과 본인확인이 다시 필요합니다. 이상거래 탐지 결과에 따라 일부 절차가 추가될 수 있어요.
고객: 알겠습니다. 그러면 제한해제가 필요한 경우도 있나요?
상담원: 예, 간혹 신규 기기에서 접속했거나 평소와 다른 거래가 감지되면 일시적인 기능 제한이 걸릴 수 있습니다. 그럴 경우 본인확인 후 제한해제 절차를 진행합니다. 현재 고객님은 그런 제한은 확인되지 않습니다.
고객: 다행이네요. 대출 한도 조회만 먼저 해보고 싶습니다.
상담원: 좋습니다. 상담 가능 한도를 조회해 드리겠습니다. 직장 정보와 소득 정보를 입력하시면 예상 한도가 산출됩니다. 진행 중 계좌 상태나 보안점검 결과에 따라 실제 승인 한도는 달라질 수 있습니다.
고객: 네, 회사명과 연소득은 말씀드리면 되나요?
상담원: 네, 맞습니다. 안내해 주시면 됩니다. 또한 조회 결과가 나오면 상환계획과 함께 계좌 연동 여부도 확인해 드리겠습니다.
고객: 좋습니다. 회사명은 ○○전자이고 연소득은 5천만 원 정도입니다.",no
BC-0030,bank_call,BC-0030,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"고객: 안녕하세요, 갑자기 계좌가 일부 제한됐다고 알림이 와서요. 뭐가 문제인지 확인 가능할까요?
상담사: 네, 고객님. 본인확인 먼저 도와드릴게요. 성함과 생년월일, 그리고 이용 중인 계좌번호 끝 네 자리 말씀 부탁드립니다.
고객: 김민준이고요, 1991년 4월 12일입니다. 계좌는 4821로 끝납니다.
상담사: 감사합니다. 잠시만요. 확인 결과 최근 비정상 접속 시도가 감지돼서 이상거래 예방 차원에서 출금과 이체 일부가 제한된 상태입니다.
고객: 아, 그래서 그랬군요. 제가 최근에 해외여행 갔다 와서 그런가요?
상담사: 해외 접속 이력도 참고 사유가 될 수 있고요, 평소 이용 패턴과 다른 거래가 있어서 자동 보안점검이 들어간 것으로 보입니다. 계좌 자체가 정지된 건 아니고, 보호조치가 일부 적용된 상태입니다.
고객: 그럼 이거 바로 풀 수는 있나요? 급하게 카드값이 있어서요.
상담사: 네, 고객님. 제한해제는 가능하지만 본인확인이 한 번 더 필요합니다. 현재 등록된 휴대폰으로 인증번호 보내드릴 텐데, 확인 가능하실까요?
고객: 네, 가능합니다. 문자 받았습니다. 인증번호는 728416이에요.
상담사: 확인됐습니다. 추가로 최근 거래 중 본인이 한 게 맞는지 몇 건만 확인할게요. 어제 오전 11시쯤 30만 원 자동이체, 그리고 오늘 새벽에 로그인 시도 2회가 있었습니다. 맞으실까요?
고객: 자동이체는 제 거 맞고요, 새벽 로그인은 제가 아니에요. 잠들어 있었거든요.
상담사: 네, 그러면 보안상 차단이 걸린 게 맞습니다. 현재는 이상거래 탐지로 인해 이체한도는 그대로 유지하고, 출금 제한만 우선 해제 여부를 검토 중입니다.
고객: 그럼 보안점검 끝나면 바로 정상 사용 가능한가요?
상담사: 네, 정상적으로는 가능합니다. 다만 최근 접속 기기 변경이 있었다면 추가 인증이 필요할 수 있습니다. 고객님 명의 휴대폰으로 1회 인증 후 제한해제 신청을 진행하겠습니다.
고객: 알겠습니다. 제 휴대폰으로 인증할게요.
상담사: 좋습니다. 인증 완료되었습니다. 이제 계좌 상태를 확인해보니 출금 제한은 해제됐고, 이체는 2시간 후 자동으로 순차 해제됩니다.
고객: 그럼 지금 바로 이체는 안 되는 거네요?
상담사: 네, 현재는 보안상 단계적으로 풀리는 중입니다. 급하시면 영업시간 내에 비대면 추가 본인확인 후 한도 조정 요청도 가능합니다.",no
BC-0031,bank_call,BC-0031,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, 고객님. KB은행 고객센터입니다. 본인확인 후 계좌 거래 관련 안내를 도와드리겠습니다. 고객님 성함과 생년월일 앞자리 말씀 부탁드립니다.
고객: 네, 김민수이고 8012입니다.
상담원: 감사합니다. 추가 본인확인으로 휴대폰 번호 뒤 4자리와 계좌번호 끝 4자리도 확인 부탁드립니다.
고객: 4821, 1937입니다.
상담원: 확인되었습니다. 현재 고객님 명의 계좌에서 평소와 다른 패턴의 이체 시도가 감지되어 이상거래 모니터링이 등록되어 있습니다. 최근에 대출 실행, 카드결제, 이체 한도 변경 신청을 하신 적이 있으실까요?
고객: 오늘 오전에 급하게 송금하려고 이체를 몇 번 시도했습니다.
상담원: 네, 해당 이체 시도로 보안점검이 자동 적용된 것으로 보입니다. 계좌는 지급정지 상태는 아니지만, 일부 금융거래에 제한이 걸려 있을 수 있습니다. 거래 목적과 수취인 확인이 필요합니다.
고객: 거래 목적은 거래처 물품대금 지급입니다. 수취인은 제 사업 파트너입니다.
상담원: 알겠습니다. 사업 관련 거래라면 정상 거래로 확인될 수 있습니다. 다만 최근 고액 이체가 반복되어 제한해제 전 추가 확인이 필요합니다. 수취인 계좌는 고객님 본인 명의가 아닌 상대방 명의 맞으신가요?
고객: 네, 상대방 회사 명의 계좌입니다.
상담원: 확인 감사합니다. 고객님 계좌의 현재 이체 한도와 보안등급을 점검해보겠습니다. 잠시만 기다려 주십시오.
고객: 네.
상담원: 확인 결과, 일시적 안전조치로 인터넷뱅킹 이체 한도가 축소되어 있습니다. 고객님이 직접 신청하신 건이 아니라면, 본인확인 절차 후 제한해제 요청이 가능합니다. 다만 제한해제는 바로 처리되지 않을 수 있습니다.
고객: 그럼 지금 바로 해제 가능한가요?
상담원: 네, 가능 여부는 추가 인증 후 확인됩니다. 최근 로그인 기기 변경이나 해외접속 이력은 없으셨나요?
고객: 없습니다. 평소 쓰던 휴대폰으로만 이용했습니다.
상담원: 좋습니다. 그럼 고객센터에서 안내드리는 인증 절차를 마치면 이상거래 경보 수준을 낮추고, 거래 제한 여부를 재검토하겠습니다. 현재 고객님 계좌의 잔액과 출금 가능 금액도 함께 확인해드릴까요?
고객: 네, 확인 부탁드립니다.",no
BC-0032,bank_call,BC-0032,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"고객님, 안녕하세요. 은행 상담센터입니다. 어떤 도움 필요하신가요?
방금 휴대폰으로 이상거래 알림이 왔어요. 제 계좌에서 출금 시도가 있었다고 해서요.
확인 도와드리겠습니다. 우선 본인확인 진행하겠습니다. 성함과 생년월일 앞 6자리, 그리고 통장 또는 카드 보유 여부 말씀 부탁드립니다.
김민수이고 900315입니다. 체크카드는 가지고 있어요.
감사합니다. 추가로 최근 1시간 이내에 카드결제, 이체, 자동이체 변경 같은 거래를 하신 적 있으신가요?
없습니다. 그런데 새벽에 비밀번호 오류가 여러 번 났다는 문자도 왔어요.
확인해보니 고객님 계좌에 단시간 로그인 시도와 이체 시도가 반복되어 이상거래로 탐지된 상태입니다. 현재 계좌는 보안점검 절차가 자동 적용되어 일부 이체 기능이 제한될 수 있습니다.
그럼 계좌가 잠긴 건가요? 급하게 생활비 이체가 하나 있는데요.
완전 정지는 아니고, 안전을 위해 일부 거래만 제한된 상태입니다. 본인확인과 추가 확인 후 제한해제 절차를 진행할 수 있습니다. 먼저 마지막 거래일과 최근 접속 기기 여부를 확인하겠습니다.
마지막 거래는 어제 카드 결제였고, 접속 기기는 제 휴대폰 하나뿐입니다.
알겠습니다. 현재 확인된 이상거래는 해외 접속 흔적과 비정상 로그인 패턴입니다. 고객님이 직접 이용하지 않으셨다면 계좌 보호를 위해 지급정지 수준의 보안 조치를 검토할 수 있습니다. 다만 우선 비밀번호 변경 안내를 드리겠습니다.
비밀번호는 제가 지금 바로 바꾸면 되나요?
네, 고객님이 평소 사용하시는 공식 앱이나 인터넷뱅킹에서 직접 변경하시면 됩니다. 저희가 임의로 링크를 보내드리지는 않습니다. 변경 후에는 최근 거래내역도 함께 확인해보시는 게 좋습니다.
그럼 제가 앱에서 바꾸고 나서 다시 연락드리면 제한해제 가능한가요?
네, 가능합니다. 본인확인 후 보안점검 결과 이상이 없으면 제한해제 절차를 이어가겠습니다. 혹시 카드 분실이나 계좌번호 유출 의심은 없으셨나요?
카드는 제 지갑에 있고 분실은 아닙니다. 계좌번호는 최근에 공과금 자동이체 때문에 몇 군데 제출한 적은 있어요.
그 부분도 확인 포인트입니다. 자동이체 등록처가 맞는지, 그리고 최근 출금 계좌가 바뀐 내역이 있는지 점검해보겠습니다. 고객님 계좌에서는 현재 소액 테스트성 이체 시도가 보여서 추가 확인이 필요합니다.
소액 테스트성 이체요? 제가 한 건 아닌데 어떻게 해야 하나요?",no
BC-0033,bank_call,BC-0033,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, 고객님. KB고객센터입니다. 안내해주신 계좌 관련해서 문의 주셨나요?
고객: 네, 방금 문자 받고 전화했어요. 제 계좌가 제한됐다고 해서요. 지급정지인지, 아니면 이체 제한인지 확인 좀 부탁드립니다.
상담원: 네, 확인 도와드리겠습니다. 먼저 본인확인부터 진행할게요. 성함과 생년월일 앞자리 말씀 부탁드립니다.
고객: 김민수, 850314입니다.
상담원: 감사합니다. 휴대폰 번호 뒷자리도 부탁드립니다.
고객: 2247입니다.
상담원: 확인됐습니다. 현재 고객님 계좌는 이상거래 모니터링에 따라 일부 이체 기능이 제한된 상태로 조회됩니다. 전면 지급정지는 아니고, 보안점검 후 제한해제가 가능한 건입니다.
고객: 아, 그러면 왜 이렇게 된 거예요? 제가 아까 다른 은행으로 계좌이체 좀 하려니까 막히더라고요.
상담원: 네, 최근에 평소와 다른 접속이나 이체 패턴이 확인되면 자동으로 제한이 걸릴 수 있습니다. 특히 단시간 내 반복 조회나 신규 단말기 접속이 있으면 본인확인 절차가 추가됩니다.
고객: 저는 오늘 앱 깔고 로그인만 했는데요. 그거 때문에 걸릴 수도 있나요?
상담원: 네, 새 기기에서 접속하셨거나 인증 방식이 바뀌면 그렇게 반응할 수 있습니다. 다만 고객님 계좌 상태를 정확히 보려면 추가 본인확인이 필요합니다. 등록된 거래내역 중 최근 이체가 본인 거래인지 확인하겠습니다.
고객: 네, 하세요.
상담원: 최근에 출금이나 계좌이체 외에, 카드결제나 자동이체 변경하신 내역 있으실까요? 이상거래 판단에 참고됩니다.
고객: 어제 공과금 자동이체는 있었고, 오늘은 급여통장이라 좀 확인하려고 들어갔어요.
상담원: 네, 확인됐습니다. 현재 제한은 보안점검 사유로 걸린 부분이라, 고객님이 직접 사실관계 확인 후 제한해제 신청이 가능합니다. 다만 바로 해제하려면 추가 확인 질문이 필요합니다.
고객: 어떤 걸 물어보시는데요?
상담원: 최근 24시간 내 고액 이체 시도 여부와, 등록된 이메일 주소 앞부분 확인 부탁드립니다. 계좌 소유자 본인인지 최종 확인하는 절차입니다.
고객: 고액 이체 시도한 건 없고, 이메일은 minsu로 시작합니다.",no
BC-0034,bank_call,BC-0034,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, 고객님. KB국민은행 고객센터입니다. 본인확인 후 카드 재발급 관련 상담 도와드리겠습니다. 성함과 생년월일 6자리 말씀 부탁드립니다.
고객: 네, 김민수이고 900412입니다.
상담원: 감사합니다. 휴대폰 본인확인 진행하겠습니다. 등록된 휴대폰 번호로 인증번호가 발송됩니다. 확인 후 말씀해 주시겠습니까?
고객: 네, 확인했습니다. 인증번호 483921입니다.
상담원: 본인확인 완료되었습니다. 고객님, 오늘 카드 분실 신고와 재발급 문의로 접수되었는데 맞으실까요?
고객: 네, 카드가 안 보여서 분실인지 확인하려고 전화했습니다. 계좌 쪽 이상거래는 없는지 같이 봐주실 수 있나요?
상담원: 네, 가능합니다. 현재 결제계좌는 정상이며 최근 승인 내역을 보면 해외 온라인 가맹점 시도가 2건 있었고, 모두 미승인으로 처리되었습니다. 추가로 이상거래 탐지로 보안점검이 자동 진행된 상태입니다.
고객: 그러면 제 계좌는 지금 지급정지된 건가요?
상담원: 현재 계좌 자체는 지급정지 상태가 아니고, 카드만 일시 사용제한이 적용되어 있습니다. 다만 고객님 요청이시면 카드 재발급 접수와 함께 카드 기능은 즉시 정지할 수 있습니다.
고객: 네, 카드 기능은 바로 정지해 주세요. 제 명의로 된 다른 카드도 있는지 확인되나요?
상담원: 가능합니다. 전산상 동일 명의 체크카드 1매가 더 확인됩니다. 해당 카드는 현재 정상 사용 중이지만, 원하시면 함께 재발급 또는 사용제한 조치 가능합니다.
고객: 우선 분실된 카드만 재발급하고 싶습니다. 계좌 이체나 출금에는 영향 없나요?
상담원: 계좌 입출금은 영향 없습니다. 다만 보안상 고액 이체가 평소와 다른 기기에서 발생하면 추가 본인확인이 필요할 수 있습니다. 재발급 카드 수령 전까지는 실물카드 결제만 제한되고, 계좌 거래는 정상입니다.
고객: 알겠습니다. 카드 재발급 신청하고, 필요하면 보안점검도 같이 해주세요.
상담원: 네, 접수 도와드리겠습니다. 재발급 카드는 기존 주소지로 발송되며, 수령 전까지는 모바일카드가 등록되어 있으면 임시 사용이 가능합니다. 원하시면 현재 모바일카드 이용 가능 여부도 확인해 드리겠습니다.
고객: 확인 부탁드립니다. 그리고 혹시 제한해제가 필요한 서비스가 있나요?
상담원: 현재는 별도 제한해제가 필요한 서비스는 없습니다. 카드 분실 정지 후 재발급 처리만 진행하면 됩니다. 다만 해외결제나 온라인 결제는 보안상 추가 확인이 필요할 수 있어, 수령 후 사용하실 때 한 번 더 인증 절차가 있을 수 있습니다.
고객: 네, 이해했습니다. 재발급 접수 진행",no
BC-0035,bank_call,BC-0035,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"상담원: 안녕하세요, KB은행 상담센터입니다. 무엇을 도와드릴까요?
고객: 대출 한도 조회를 해보고 싶은데요. 최근에 거래가 좀 있었는데 심사에 영향이 있는지 궁금합니다.
상담원: 가능합니다. 먼저 본인확인부터 진행하겠습니다. 등록된 휴대폰으로 인증번호 발송해도 괜찮으실까요?
고객: 네, 보내주세요.
상담원: 확인되었습니다. 현재 고객님 계좌는 정상 이용 중이지만, 최근 야간 이체가 평소와 다른 패턴으로 감지되어 간단한 이상거래 확인 절차가 함께 필요합니다. 대출 상담은 진행 가능하나, 계좌 보안점검 후 한도 조회가 더 정확합니다.
고객: 이상거래라고요? 제 계좌가 지급정지된 건 아닌가요?
상담원: 지금은 지급정지 상태는 아닙니다. 다만 보안상 추가 확인이 필요한 단계입니다. 고객님 명의 계좌의 본인 사용 여부, 최근 접속 기기 변경 여부만 확인되면 됩니다.
고객: 네, 본인 사용 맞고요. 최근에 휴대폰 바꿨습니다.
상담원: 확인 감사합니다. 기기 변경이 있으시면 일시적으로 인증 강도가 올라갈 수 있습니다. 현재는 보안점검 사유로 일부 비대면 기능만 제한될 수 있고, 계좌 이체 자체가 제한해제 대상인지 검토 중입니다.
고객: 그럼 대출 신청이 바로 안 되나요?
상담원: 신청은 가능하지만, 심사 전 계좌 상태 확인이 필요합니다. 특히 급여입금 계좌와 상환계좌가 동일한지, 최근 현금성 거래가 잦았는지 확인합니다.
고객: 급여계좌는 맞고, 최근에 카드값 때문에 이체가 좀 있었습니다.
상담원: 네, 그 정도는 일반적인 사유로 보입니다. 다만 고객님 계좌에 짧은 시간 동안 여러 건의 이체 시도가 있어 추가 확인이 필요한데, 혹시 본인이 직접 하신 거래가 맞으실까요?
고객: 제가 맞습니다. 앱에서 여러 번 확인한 적은 있어요.
상담원: 알겠습니다. 현재 이상거래 탐지 결과는 경고 수준이며, 대출 상담에 필요한 기본 조건 확인에는 문제 없습니다. 다만 보안점검 완료 후에야 한도 조회 결과가 확정됩니다.
고객: 그럼 제가 해야 할 건 뭔가요?
상담원: 우선 본인확인 추가 절차를 위해 생년월일과 최근 거래 내역 일부를 확인하겠습니다. 그리고 계좌 비밀번호나 인증정보는 말씀하실 필요 없습니다.
고객: 생년월일은 1988년 3월 14일입니다. 최근 거래는 월세랑 카드대금 이체였습니다.",no
