sample_id,pattern_id,pattern_name,source_seed_file,source_seed_pattern_id,scenario_text,variation_profile
P01-11,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 확인은 해보겠는데 불안하네요.
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.",interaction_length=medium; victim_suspicion=medium; ending_type=abort; pii_exposure_timing=mid; urgency_level=high; context_setting=commute; language_style=consultative; noise_level=clean
P01-12,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 어, 왜 저한테 이런 연락이 오죠?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz와 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 잠깐, 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 참고로 조회상 aaeiioouuzzxx 주소와 ppqqrrssttllm 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.",interaction_length=medium; victim_suspicion=medium; ending_type=comply; pii_exposure_timing=late; urgency_level=low; context_setting=other; language_style=colloquial; noise_level=light-disfluency
P01-13,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 이거 사기 아닌가요?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz와 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.",interaction_length=medium; victim_suspicion=high; ending_type=hesitate; pii_exposure_timing=early; urgency_level=high; context_setting=home; language_style=formal; noise_level=clean
P01-14,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 어떻게 하면 되죠?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.",interaction_length=medium; victim_suspicion=low; ending_type=abort; pii_exposure_timing=mid; urgency_level=medium; context_setting=work; language_style=consultative; noise_level=clean
P01-15,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 그러니까, 제가 협조하면 되는 건가요?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm로 조회되는데 맞습니까?
피해자: 어, 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.",interaction_length=medium; victim_suspicion=low; ending_type=comply; pii_exposure_timing=early; urgency_level=high; context_setting=commute; language_style=colloquial; noise_level=light-disfluency
P01-16,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 좀 이상한데 무슨 상황이죠?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.",interaction_length=medium; victim_suspicion=medium; ending_type=hesitate; pii_exposure_timing=mid; urgency_level=medium; context_setting=other; language_style=formal; noise_level=clean
P01-17,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 참고로 조회상 aaeiioouuzzxx 주소와 ppqqrrssttllm 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.",interaction_length=medium; victim_suspicion=high; ending_type=abort; pii_exposure_timing=late; urgency_level=low; context_setting=home; language_style=consultative; noise_level=clean
P01-18,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 그게, 지금 말씀하시는 방식이 너무 이상합니다.
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm로 조회되는데 맞습니까?
피해자: 그러니까, 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.",interaction_length=medium; victim_suspicion=high; ending_type=comply; pii_exposure_timing=mid; urgency_level=medium; context_setting=work; language_style=colloquial; noise_level=light-disfluency
P01-19,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 네, 말씀하세요.
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz와 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 참고로 조회상 aaeiioouuzzxx 주소와 ppqqrrssttllm 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.",interaction_length=medium; victim_suspicion=low; ending_type=hesitate; pii_exposure_timing=late; urgency_level=low; context_setting=commute; language_style=formal; noise_level=clean
P01-20,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 확인은 해보겠는데 불안하네요.
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz와 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.",interaction_length=medium; victim_suspicion=medium; ending_type=abort; pii_exposure_timing=early; urgency_level=high; context_setting=other; language_style=consultative; noise_level=clean
P01-21,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 잠깐, 지금 말씀하시는 방식이 너무 이상합니다.
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 그게, 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 참고로 조회상 aaeiioouuzzxx 주소와 ppqqrrssttllm 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.",interaction_length=medium; victim_suspicion=high; ending_type=hesitate; pii_exposure_timing=late; urgency_level=medium; context_setting=home; language_style=colloquial; noise_level=light-disfluency
P01-22,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 이거 사기 아닌가요?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.",interaction_length=medium; victim_suspicion=high; ending_type=abort; pii_exposure_timing=early; urgency_level=high; context_setting=work; language_style=formal; noise_level=clean
P01-23,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 그게, 걱정하실 수 있는데 차근히 설명드리겠습니다. uiuiufawaefiiifji 형사3부 수사관입니다.
피해자: 어떻게 하면 되죠?
사기범: qmqmzkkvvopaa 씨 명의 bbbqrrtuuplkz 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 xxyyqqppmmrrt이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 aaeiioouuzzxx, 직장은 ppqqrrssttllm로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 bbbqrrtuuplkz과 bbbqrrtuuplkz 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 그러니까, 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 사건번호만으로는 확인이 어려운데요.
사기범: 그래서 계좌 사용 은행과 최근 접속 기록까지 함께 대조하는 중입니다.
피해자: bbbqrrtuuplkz 말고 다른 은행도 확인해야 하나요?
사기범: 네, 특히 bbbqrrtuuplkz 같은 연동 계좌까지 봐야 안전계좌 이전 범위를 정할 수 있습니다.
피해자: 가족에게 한마디도 못 하나요?
사기범: 지금은 보안 유지가 핵심이라 외부 공유가 들어가면 공범 추적선이 끊깁니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.",interaction_length=long; victim_suspicion=low; ending_type=comply; pii_exposure_timing=mid; urgency_level=medium; context_setting=commute; language_style=consultative; noise_level=light-disfluency
