sample_id,pattern_id,pattern_name,source_seed_file,source_seed_pattern_id,scenario_text,variation_profile
P01-11,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 확인은 해보겠는데 불안하네요.
사기범: 박서연 씨 명의 농협 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18010이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 경기 수원 영통구, 직장은 미래에셋파트너스로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 농협과 토스뱅크 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.",interaction_length=medium; victim_suspicion=medium; target_turns=16; added_turns=4;
P01-12,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 어, 왜 저한테 이런 연락이 오죠?
사기범: 이수진 씨 명의 카카오뱅크 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18011이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 카카오뱅크와 우리은행 자산부터 점검하셔야 합니다.
피해자: 잠깐, 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 참고로 조회상 대전 유성구 주소와 에이스미디어 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?",interaction_length=medium; victim_suspicion=medium; target_turns=16; added_turns=3;
P01-13,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 이거 사기 아닌가요?
사기범: 김지우 씨 명의 토스뱅크 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18012이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 부산 해운대구, 직장은 아이티웍스로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 토스뱅크와 신한은행 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.",interaction_length=medium; victim_suspicion=medium; target_turns=17; added_turns=5;
P01-14,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 어떻게 하면 되죠?
사기범: 최유나 씨 명의 우리은행 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18013이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 성남 분당구, 직장은 다온마케팅으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 우리은행과 국민은행 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.",interaction_length=medium; victim_suspicion=medium; target_turns=17; added_turns=5;
P01-15,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 그러니까, 제가 협조하면 되는 건가요?
사기범: 정민호 씨 명의 신한은행 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18014이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 광주 북구, 직장은 새빛물류로 조회되는데 맞습니까?
피해자: 어, 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 신한은행과 하나은행 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.",interaction_length=medium; victim_suspicion=medium; target_turns=16; added_turns=4;
P01-16,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 좀 이상한데 무슨 상황이죠?
사기범: 한예린 씨 명의 국민은행 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18015이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 대구 수성구, 직장은 한결디자인으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 국민은행과 농협 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.",interaction_length=medium; victim_suspicion=medium; target_turns=17; added_turns=5;
P01-17,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 오현우 씨 명의 하나은행 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18016이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 하나은행과 카카오뱅크 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 참고로 조회상 서울 강서구 주소와 미래에셋파트너스 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.
피해자: 네, 이해했어요.",interaction_length=medium; victim_suspicion=medium; target_turns=19; added_turns=6;
P01-18,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 잠깐만 제 말부터 들어보세요. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 그게, 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 강다은 씨 명의 농협 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18017이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 인천 연수구, 직장은 에이스미디어로 조회되는데 맞습니까?
피해자: 그러니까, 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 농협과 토스뱅크 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 지금 외부 문의가 들어가면 공범이 바로 자금을 빼갈 수 있습니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.",interaction_length=medium; victim_suspicion=medium; target_turns=17; added_turns=5;
P01-19,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 안녕하세요. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 네, 말씀하세요.
사기범: 서지훈 씨 명의 카카오뱅크 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18018이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 본인 계좌를 보호하려면 카카오뱅크와 우리은행 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 참고로 조회상 경기 수원 영통구 주소와 아이티웍스 근무 이력이 확인돼 본인 정보와 일치하는 것으로 보입니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 지금 바로 결정하라는 게 더 불안하네요.
사기범: 지금 확인을 미루시면 보호 절차가 늦어질 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.
피해자: 네, 이해했어요.",interaction_length=medium; victim_suspicion=medium; target_turns=19; added_turns=6;
P01-20,1,기관사칭형,data/voicephishing_pattern_scenarios_full.csv,1,"사기범: 걱정하실 수 있는데 차근히 설명드리겠습니다. 서울중앙지방검찰청 형사3부 수사관입니다.
피해자: 확인은 해보겠는데 불안하네요.
사기범: 윤하린 씨 명의 토스뱅크 계좌가 전기통신금융사기 사건에 연루돼 확인 연락드렸습니다.
피해자: 제가 그런 계좌를 만든 적은 없습니다.
사기범: 사건번호는 2026형제18019이고, 명의도용 가능성까지 함께 보고 있습니다.
사기범: 현재 주소는 대전 유성구, 직장은 다온마케팅으로 조회되는데 맞습니까?
피해자: 일부는 맞는데 왜 그런 정보까지 알고 계시죠?
사기범: 본인 계좌를 보호하려면 토스뱅크와 신한은행 자산부터 점검하셔야 합니다.
피해자: 은행에 직접 문의하면 안 되나요?
사기범: 먼저 수사 라인으로 확인해야 지급정지 전에 보호 조치가 가능합니다.
사기범: 우선 임시 안전계좌로 이전 검토가 필요하니 잔액과 사용 은행을 말씀해 주세요.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.
사기범: 지금 입력한 수사 담당자 정보로 사건 접수 여부를 다시 조회해 보니, 지금은 휴대기기 보호 조치가 필요한 상태입니다.
피해자: 네, 이해했어요.
피해자: 그럼 제가 지금 바로 돈을 움직일 필요는 없다는 말씀이죠?
사기범: 계속 진행하겠습니다.
사기범: 맞습니다. 일단 본인 확인만 끝내면 즉시 정지 처리 순번이 잡힙니다.
피해자: 네, 이해했어요.",interaction_length=medium; victim_suspicion=medium; target_turns=18; added_turns=6;
